"2025-08-21 at 16:17"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	H₂O_(mmol_mol⁻¹)	H₂O_(°C)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	H₂O_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2025-08-21	16:27:55	2.11135	1.40170	-1.88592e1	5.14703e1	9.90530e1	6.0719251e-4	1.2676298e-2	1.2164553e1	1.4693388e-1	
2025-08-21	16:27:55	2.02471	1.40071	-1.88674e1	5.14736e1	9.90534e1	5.8233737e-4	1.2668073e-2	1.2156161e1	1.4704766e-1	
2025-08-21	16:27:56	2.38285	1.39657	-1.89020e1	5.14736e1	9.90537e1	6.8503618e-4	1.2634158e-2	1.2165392e1	1.4704749e-1	
2025-08-21	16:27:56	2.38112	1.39602	-1.89067e1	5.14670e1	9.90522e1	6.8455934e-4	1.2629747e-2	1.2158678e1	1.4699153e-1	
2025-08-21	16:27:57	2.21792	1.39563	-1.89099e1	5.14670e1	9.90540e1	6.3776969e-4	1.2626707e-2	1.2156161e1	1.4693313e-1	
2025-08-21	16:27:57	2.39510	1.39047	-1.89530e1	5.14736e1	9.90550e1	6.8855285e-4	1.2584328e-2	1.2172945e1	1.4698948e-1	
2025-08-21	16:27:58	2.28528	1.38882	-1.89669e1	5.14769e1	9.90547e1	6.5708160e-4	1.2570619e-2	1.2155320e1	1.4698967e-1	
2025-08-21	16:27:58	2.15361	1.39479	-1.89165e1	5.14769e1	9.90575e1	6.1935186e-4	1.2619912e-2	1.2158678e1	1.4704470e-1	
2025-08-21	16:27:59	2.03094	1.39731	-1.88955e1	5.14802e1	9.90562e1	5.8412551e-4	1.2640297e-2	1.2155320e1	1.4693148e-1	
2025-08-21	16:27:59	1.81514	1.39974	-1.88753e1	5.14836e1	9.90552e1	5.2219629e-4	1.2660026e-2	1.2155320e1	1.4693222e-1	
2025-08-21	16:28:00	2.04194	1.39616	-1.89051e1	5.14769e1	9.90559e1	5.8728456e-4	1.2630999e-2	1.2166231e1	1.4693165e-1	
2025-08-21	16:28:00	2.38173	1.39331	-1.89291e1	5.14736e1	9.90559e1	6.8473815e-4	1.2607693e-2	1.2158678e1	1.4681742e-1	
2025-08-21	16:28:01	2.06061	1.39881	-1.88831e1	5.14736e1	9.90547e1	5.9264898e-4	1.2652695e-2	1.2153642e1	1.4687547e-1	
2025-08-21	16:28:01	1.77522	1.39567	-1.89092e1	5.14736e1	9.90559e1	5.1075220e-4	1.2627124e-2	1.2161196e1	1.4687454e-1	
2025-08-21	16:28:02	2.06779	1.39551	-1.89104e1	5.14736e1	9.90575e1	5.9473514e-4	1.2625932e-2	1.2161196e1	1.4693055e-1	
2025-08-21	16:28:02	2.25013	1.40333	-1.88455e1	5.14769e1	9.90540e1	6.4700841e-4	1.2689530e-2	1.2167910e1	1.4693313e-1	
2025-08-21	16:28:03	2.45589	1.40258	-1.88513e1	5.14703e1	9.90575e1	7.0601701e-4	1.2684047e-2	1.2157000e1	1.4675915e-1	
2025-08-21	16:28:03	2.32173	1.39732	-1.88958e1	5.14736e1	9.90532e1	6.6751241e-4	1.2640237e-2	1.2158678e1	1.4681945e-1	
2025-08-21	16:28:04	1.81949	1.40043	-1.88698e1	5.14769e1	9.90527e1	5.2344799e-4	1.2665569e-2	1.2156161e1	1.4693408e-1	
2025-08-21	16:28:04	2.02818	1.39891	-1.88823e1	5.14736e1	9.90547e1	5.8335065e-4	1.2653529e-2	1.2154481e1	1.4687547e-1	
2025-08-21	16:28:05	2.27713	1.39760	-1.88930e1	5.14703e1	9.90567e1	6.5475702e-4	1.2643098e-2	1.2159518e1	1.4693111e-1	
2025-08-21	16:28:05	2.01196	1.39825	-1.88876e1	5.14736e1	9.90567e1	5.7870149e-4	1.2648344e-2	1.2164553e1	1.4704525e-1	
2025-08-21	16:28:06	1.95173	1.39797	-1.88899e1	5.14736e1	9.90572e1	5.6141614e-4	1.2646079e-2	1.2166231e1	1.4710192e-1	
2025-08-21	16:28:06	1.88210	1.39852	-1.88854e1	5.14736e1	9.90555e1	5.4144859e-4	1.2650430e-2	1.2162874e1	1.4704619e-1	
2025-08-21	16:28:07	1.82770	1.39650	-1.89022e1	5.14736e1	9.90569e1	5.2583217e-4	1.2634038e-2	1.2163714e1	1.4704507e-1	
2025-08-21	16:28:07	2.12691	1.39715	-1.88969e1	5.14736e1	9.90555e1	6.1166286e-4	1.2639164e-2	1.2154481e1	1.4716026e-1	
2025-08-21	16:28:08	1.97561	1.40345	-1.88444e1	5.14703e1	9.90544e1	5.6827068e-4	1.2690842e-2	1.2163714e1	1.4698987e-1	
2025-08-21	16:28:08	1.96715	1.40235	-1.88537e1	5.14736e1	9.90537e1	5.6582689e-4	1.2681543e-2	1.2158678e1	1.4710452e-1	
2025-08-21	16:28:09	2.03090	1.40302	-1.88478e1	5.14736e1	9.90562e1	5.8412551e-4	1.2687385e-2	1.2162874e1	1.4710268e-1	
2025-08-21	16:28:09	2.01095	1.40096	-1.88651e1	5.14703e1	9.90547e1	5.7840347e-4	1.2670457e-2	1.2159518e1	1.4693259e-1	
2025-08-21	16:28:10	2.24630	1.39713	-1.88969e1	5.14703e1	9.90572e1	6.4593553e-4	1.2639343e-2	1.2157839e1	1.4698781e-1	
2025-08-21	16:28:10	1.87010	1.40259	-1.88514e1	5.14736e1	9.90557e1	5.3799152e-4	1.2683808e-2	1.2177141e1	1.4693183e-1	
2025-08-21	16:28:11	1.43030	1.41564	-1.87430e1	5.14769e1	9.90555e1	4.1168928e-4	1.2790560e-2	1.2157000e1	1.4693202e-1	
2025-08-21	16:28:11	1.43815	1.41262	-1.87680e1	5.14769e1	9.90565e1	4.1395425e-4	1.2765944e-2	1.2152802e1	1.4698838e-1	
2025-08-21	16:28:12	1.55110	1.40102	-1.88649e1	5.14736e1	9.90527e1	4.4637918e-4	1.2670576e-2	1.2157000e1	1.4699115e-1	
2025-08-21	16:28:12	2.11001	1.40436	-1.88366e1	5.14736e1	9.90567e1	6.0683488e-4	1.2698411e-2	1.2154481e1	1.4687399e-1	
2025-08-21	16:28:13	1.73224	1.40143	-1.88610e1	5.14769e1	9.90567e1	4.9841403e-4	1.2674272e-2	1.2157000e1	1.4693111e-1	
2025-08-21	16:28:13	1.45675	1.40131	-1.88620e1	5.14736e1	9.90567e1	4.1931867e-4	1.2673437e-2	1.2164553e1	1.4693111e-1	
2025-08-21	16:28:14	2.18631	1.39759	-1.88933e1	5.14703e1	9.90555e1	6.2870979e-4	1.2642860e-2	1.2155320e1	1.4716026e-1	
2025-08-21	16:28:14	2.12973	1.39697	-1.88983e1	5.14703e1	9.90565e1	6.1249732e-4	1.2637913e-2	1.2158678e1	1.4698838e-1	
2025-08-21	16:28:15	2.14622	1.39980	-1.88747e1	5.14736e1	9.90559e1	6.1720609e-4	1.2660980e-2	1.2156161e1	1.4704582e-1	
2025-08-21	16:28:15	2.09230	1.39975	-1.88749e1	5.14736e1	9.90582e1	6.0176849e-4	1.2660801e-2	1.2161196e1	1.4698708e-1	
2025-08-21	16:28:16	1.94961	1.40214	-1.88551e1	5.14703e1	9.90565e1	5.6082010e-4	1.2680292e-2	1.2162874e1	1.4693129e-1	
2025-08-21	16:28:16	1.99562	1.39964	-1.88762e1	5.14736e1	9.90544e1	5.7399272e-4	1.2659430e-2	1.2165392e1	1.4698987e-1	
2025-08-21	16:28:17	2.10464	1.39686	-1.88993e1	5.14769e1	9.90559e1	6.0528516e-4	1.2636721e-2	1.2165392e1	1.4693165e-1	
2025-08-21	16:28:17	2.21793	1.39867	-1.88842e1	5.14769e1	9.90555e1	6.3776969e-4	1.2651503e-2	1.2162035e1	1.4687491e-1	
2025-08-21	16:28:18	2.00525	1.40148	-1.88604e1	5.14802e1	9.90577e1	5.7679414e-4	1.2674748e-2	1.2153642e1	1.4698744e-1	
2025-08-21	16:28:18	2.06662	1.40160	-1.88596e1	5.14736e1	9.90562e1	5.9437751e-4	1.2675762e-2	1.2156161e1	1.4698857e-1	
2025-08-21	16:28:19	2.24647	1.39805	-1.88892e1	5.14670e1	9.90569e1	6.4599514e-4	1.2646973e-2	1.2164553e1	1.4687381e-1	
2025-08-21	16:28:19	2.04720	1.39578	-1.89082e1	5.14670e1	9.90572e1	5.8883428e-4	1.2628376e-2	1.2158678e1	1.4687361e-1	
2025-08-21	16:28:20	1.79101	1.40139	-1.88616e1	5.14736e1	9.90542e1	5.1528215e-4	1.2673795e-2	1.2159518e1	1.4710415e-1	
2025-08-21	16:28:20	1.91641	1.39808	-1.88890e1	5.14769e1	9.90569e1	5.5128335e-4	1.2646853e-2	1.2156161e1	1.4704507e-1	
2025-08-21	16:28:21	1.77652	1.39489	-1.89160e1	5.14736e1	9.90542e1	5.1110982e-4	1.2620449e-2	1.2157839e1	1.4693295e-1	
2025-08-21	16:28:21	1.90449	1.40255	-1.88517e1	5.14703e1	9.90562e1	5.4788589e-4	1.2683629e-2	1.2157000e1	1.4693148e-1	
2025-08-21	16:28:22	2.35153	1.39916	-1.88800e1	5.14670e1	9.90567e1	6.7609548e-4	1.2656033e-2	1.2171267e1	1.4715932e-1	
2025-08-21	16:28:22	1.97870	1.39763	-1.88928e1	5.14703e1	9.90562e1	5.6916475e-4	1.2643337e-2	1.2172945e1	1.4698857e-1	
2025-08-21	16:28:23	1.95758	1.40567	-1.88259e1	5.14769e1	9.90547e1	5.6308507e-4	1.2708783e-2	1.2160357e1	1.4687547e-1	
2025-08-21	16:28:23	1.92409	1.40521	-1.88296e1	5.14769e1	9.90557e1	5.5348873e-4	1.2705147e-2	1.2167071e1	1.4693183e-1	
2025-08-21	16:28:24	1.73964	1.40288	-1.88487e1	5.14736e1	9.90585e1	5.0055980e-4	1.2686491e-2	1.2155320e1	1.4704395e-1	
2025-08-21	16:28:24	1.71102	1.40031	-1.88705e1	5.14670e1	9.90555e1	4.9233436e-4	1.2665271e-2	1.2162035e1	1.4693202e-1	
2025-08-21	16:28:25	2.09270	1.40118	-1.88631e1	5.14670e1	9.90565e1	6.0188770e-4	1.2672603e-2	1.2167071e1	1.4698838e-1	
2025-08-21	16:28:25	2.35088	1.40355	-1.88432e1	5.14703e1	9.90575e1	6.7591667e-4	1.2692034e-2	1.2153642e1	1.4698762e-1	
2025-08-21	16:28:26	2.08927	1.40012	-1.88721e1	5.14736e1	9.90559e1	6.0087442e-4	1.2663543e-2	1.2161196e1	1.4704582e-1	
2025-08-21	16:28:26	2.07287	1.39994	-1.88735e1	5.14736e1	9.90565e1	5.9616565e-4	1.2662172e-2	1.2158678e1	1.4693129e-1	
2025-08-21	16:28:27	2.04582	1.40183	-1.88577e1	5.14736e1	9.90562e1	5.8841705e-4	1.2677669e-2	1.2156161e1	1.4693148e-1	
2025-08-21	16:28:27	2.01097	1.40470	-1.88339e1	5.14736e1	9.90555e1	5.7840347e-4	1.2701094e-2	1.2160357e1	1.4704619e-1	
2025-08-21	16:28:28	1.97495	1.40501	-1.88309e1	5.14736e1	9.90595e1	5.6809186e-4	1.2704074e-2	1.2151963e1	1.4698615e-1	
2025-08-21	16:28:28	2.04396	1.40271	-1.88502e1	5.14736e1	9.90575e1	5.8788061e-4	1.2685000e-2	1.2166231e1	1.4693055e-1	
2025-08-21	16:28:29	2.20095	1.40050	-1.88686e1	5.14736e1	9.90585e1	6.3294172e-4	1.2667000e-2	1.2157000e1	1.4692981e-1	
2025-08-21	16:28:29	2.24174	1.39548	-1.89107e1	5.14736e1	9.90567e1	6.4462423e-4	1.2625634e-2	1.2155320e1	1.4698820e-1	
2025-08-21	16:28:30	2.25477	1.39625	-1.89045e1	5.14769e1	9.90552e1	6.4831972e-4	1.2631654e-2	1.2153642e1	1.4698932e-1	
2025-08-21	16:28:30	2.12369	1.40469	-1.88339e1	5.14736e1	9.90565e1	6.1076879e-4	1.2701094e-2	1.2159518e1	1.4687417e-1	
2025-08-21	16:28:31	2.15863	1.40391	-1.88401e1	5.14769e1	9.90585e1	6.2078237e-4	1.2694835e-2	1.2159518e1	1.4687270e-1	
2025-08-21	16:28:31	2.28257	1.39881	-1.88828e1	5.14769e1	9.90575e1	6.5630674e-4	1.2652873e-2	1.2151963e1	1.4693055e-1	
2025-08-21	16:28:32	2.08744	1.40050	-1.88689e1	5.14769e1	9.90559e1	6.0033798e-4	1.2666583e-2	1.2155320e1	1.4681742e-1	
2025-08-21	16:28:32	1.87130	1.40408	-1.88390e1	5.14769e1	9.90559e1	5.3834915e-4	1.2695908e-2	1.2154481e1	1.4698874e-1	
2025-08-21	16:28:33	2.01508	1.40491	-1.88321e1	5.14769e1	9.90555e1	5.7959556e-4	1.2702703e-2	1.2157000e1	1.4710323e-1	
2025-08-21	16:28:33	2.35425	1.40291	-1.88489e1	5.14736e1	9.90550e1	6.7687034e-4	1.2686312e-2	1.2154481e1	1.4704655e-1	
2025-08-21	16:28:34	2.32184	1.40300	-1.88480e1	5.14703e1	9.90555e1	6.6757202e-4	1.2687265e-2	1.2155320e1	1.4687491e-1	
2025-08-21	16:28:34	2.19235	1.40177	-1.88582e1	5.14736e1	9.90562e1	6.3043832e-4	1.2677133e-2	1.2157000e1	1.4687437e-1	
2025-08-21	16:28:35	1.98268	1.40150	-1.88605e1	5.14736e1	9.90555e1	5.7029724e-4	1.2674868e-2	1.2156161e1	1.4681778e-1	
2025-08-21	16:28:35	2.06715	1.40172	-1.88585e1	5.14703e1	9.90572e1	5.9455633e-4	1.2677013e-2	1.2159518e1	1.4693071e-1	
2025-08-21	16:28:36	2.05657	1.40089	-1.88655e1	5.14703e1	9.90567e1	5.9151649e-4	1.2670099e-2	1.2157839e1	1.4687399e-1	
2025-08-21	16:28:36	1.67822	1.40041	-1.88699e1	5.14670e1	9.90537e1	4.8291683e-4	1.2665927e-2	1.2164553e1	1.4681909e-1	
2025-08-21	16:28:37	1.72513	1.40476	-1.88333e1	5.14670e1	9.90567e1	4.9638748e-4	1.2701928e-2	1.2164553e1	1.4698820e-1	
2025-08-21	16:28:37	1.98312	1.40562	-1.88262e1	5.14736e1	9.90555e1	5.7041645e-4	1.2708604e-2	1.2153642e1	1.4704619e-1	
2025-08-21	16:28:38	2.18563	1.39844	-1.88859e1	5.14703e1	9.90575e1	6.2853097e-4	1.2650132e-2	1.2158678e1	1.4704470e-1	
2025-08-21	16:28:38	2.36229	1.40014	-1.88714e1	5.14736e1	9.90595e1	6.7919492e-4	1.2664198e-2	1.2155320e1	1.4698615e-1	
2025-08-21	16:28:39	2.43573	1.40080	-1.88660e1	5.14736e1	9.90587e1	7.0023536e-4	1.2669503e-2	1.2176302e1	1.4698671e-1	
2025-08-21	16:28:39	2.15850	1.40332	-1.88449e1	5.14670e1	9.90600e1	6.2078237e-4	1.2690544e-2	1.2168749e1	1.4704284e-1	
2025-08-21	16:28:40	1.77682	1.40438	-1.88361e1	5.14703e1	9.90587e1	5.1122903e-4	1.2699007e-2	1.2158678e1	1.4710082e-1	
2025-08-21	16:28:40	1.71699	1.40065	-1.88672e1	5.14736e1	9.90592e1	4.9406290e-4	1.2668311e-2	1.2162874e1	1.4687214e-1	
2025-08-21	16:28:41	1.99242	1.40502	-1.88309e1	5.14769e1	9.90579e1	5.7309865e-4	1.2703895e-2	1.2155320e1	1.4681594e-1	
2025-08-21	16:28:41	1.94233	1.40823	-1.88043e1	5.14736e1	9.90567e1	5.5873394e-4	1.2730181e-2	1.2162035e1	1.4681686e-1	
2025-08-21	16:28:42	1.65958	1.41439	-1.87532e1	5.14736e1	9.90575e1	4.7755241e-4	1.2780666e-2	1.2157839e1	1.4704470e-1	
2025-08-21	16:28:42	1.83477	1.40628	-1.88203e1	5.14736e1	9.90587e1	5.2785873e-4	1.2714445e-2	1.2156161e1	1.4687252e-1	
2025-08-21	16:28:43	2.36623	1.39917	-1.88796e1	5.14703e1	9.90587e1	6.8032741e-4	1.2656271e-2	1.2155320e1	1.4704377e-1	
2025-08-21	16:28:43	2.46514	1.40059	-1.88680e1	5.14736e1	9.90565e1	7.0863962e-4	1.2667536e-2	1.2167071e1	1.4698838e-1	
2025-08-21	16:28:44	1.69696	1.39966	-1.88759e1	5.14769e1	9.90555e1	4.8828125e-4	1.2659668e-2	1.2157839e1	1.4687491e-1	
2025-08-21	16:28:44	1.69245	1.40541	-1.88280e1	5.14769e1	9.90552e1	4.8696994e-4	1.2706696e-2	1.2157000e1	1.4687511e-1	
2025-08-21	16:28:45	2.34015	1.40393	-1.88399e1	5.14769e1	9.90585e1	6.7281723e-4	1.2695014e-2	1.2165392e1	1.4692981e-1	
2025-08-21	16:28:45	2.26837	1.39708	-1.88973e1	5.14736e1	9.90579e1	6.5225362e-4	1.2638866e-2	1.2163714e1	1.4704432e-1	
2025-08-21	16:28:46	2.17272	1.39703	-1.88977e1	5.14736e1	9.90575e1	6.2483549e-4	1.2638449e-2	1.2167071e1	1.4693055e-1	
2025-08-21	16:28:46	2.04186	1.40551	-1.88270e1	5.14736e1	9.90572e1	5.8728456e-4	1.2707889e-2	1.2157839e1	1.4704488e-1	
2025-08-21	16:28:47	1.96499	1.40769	-1.88087e1	5.14736e1	9.90579e1	5.6523084e-4	1.2725889e-2	1.2158678e1	1.4693019e-1	
2025-08-21	16:28:47	2.06408	1.40089	-1.88656e1	5.14736e1	9.90557e1	5.9366226e-4	1.2669861e-2	1.2162874e1	1.4710304e-1	
2025-08-21	16:28:48	2.09008	1.40121	-1.88626e1	5.14736e1	9.90587e1	6.0111284e-4	1.2672901e-2	1.2159518e1	1.4692962e-1	
2025-08-21	16:28:48	1.93763	1.40647	-1.88191e1	5.14736e1	9.90557e1	5.5736303e-4	1.2715637e-2	1.2162874e1	1.4693183e-1	
2025-08-21	16:28:49	1.98058	1.40083	-1.88661e1	5.14736e1	9.90557e1	5.6970119e-4	1.2669384e-2	1.2156161e1	1.4704599e-1	
2025-08-21	16:28:49	2.19338	1.40292	-1.88489e1	5.14703e1	9.90542e1	6.3073635e-4	1.2686431e-2	1.2169588e1	1.4699005e-1	
2025-08-21	16:28:50	1.96515	1.40749	-1.88104e1	5.14703e1	9.90577e1	5.6529045e-4	1.2724339e-2	1.2158678e1	1.4693036e-1	
2025-08-21	16:28:50	2.29957	1.40188	-1.88574e1	5.14736e1	9.90552e1	6.6119432e-4	1.2677907e-2	1.2161196e1	1.4681797e-1	
2025-08-21	16:28:51	2.19123	1.40268	-1.88504e1	5.14736e1	9.90585e1	6.3014030e-4	1.2684881e-2	1.2162035e1	1.4710099e-1	
2025-08-21	16:28:51	1.63685	1.40547	-1.88271e1	5.14703e1	9.90587e1	4.7105550e-4	1.2707889e-2	1.2158678e1	1.4698671e-1	
2025-08-21	16:28:52	1.81502	1.40226	-1.88539e1	5.14736e1	9.90579e1	5.2219629e-4	1.2681365e-2	1.2158678e1	1.4698727e-1	
2025-08-21	16:28:52	2.14610	1.40389	-1.88402e1	5.14736e1	9.90587e1	6.1720609e-4	1.2694835e-2	1.2167071e1	1.4698671e-1	
2025-08-21	16:28:53	1.99069	1.40705	-1.88140e1	5.14769e1	9.90587e1	5.7262182e-4	1.2720584e-2	1.2165392e1	1.4698671e-1	
2025-08-21	16:28:53	1.59867	1.40767	-1.88089e1	5.14703e1	9.90572e1	4.6008825e-4	1.2725770e-2	1.2163714e1	1.4698781e-1	
2025-08-21	16:28:54	1.94373	1.40530	-1.88287e1	5.14703e1	9.90572e1	5.5915117e-4	1.2706279e-2	1.2157000e1	1.4681649e-1	
2025-08-21	16:28:54	2.01454	1.40283	-1.88491e1	5.14703e1	9.90579e1	5.7947635e-4	1.2686192e-2	1.2156161e1	1.4693019e-1	
2025-08-21	16:28:55	1.71463	1.40573	-1.88254e1	5.14703e1	9.90547e1	4.9334764e-4	1.2709558e-2	1.2163714e1	1.4687547e-1	
2025-08-21	16:28:55	2.03249	1.40507	-1.88306e1	5.14703e1	9.90569e1	5.8460235e-4	1.2704432e-2	1.2171267e1	1.4698801e-1	
2025-08-21	16:28:56	2.03860	1.40423	-1.88375e1	5.14769e1	9.90577e1	5.8633089e-4	1.2697398e-2	1.2159518e1	1.4698744e-1	
2025-08-21	16:28:56	1.83955	1.40355	-1.88431e1	5.14769e1	9.90585e1	5.2922964e-4	1.2691915e-2	1.2155320e1	1.4692981e-1	
2025-08-21	16:28:57	2.00615	1.40531	-1.88290e1	5.14736e1	9.90540e1	5.7703256e-4	1.2705862e-2	1.2164553e1	1.4687603e-1	
2025-08-21	16:28:57	2.16728	1.40939	-1.87945e1	5.14736e1	9.90590e1	6.2328577e-4	1.2739896e-2	1.2154481e1	1.4681519e-1	
2025-08-21	16:28:58	2.11528	1.40601	-1.88230e1	5.14736e1	9.90552e1	6.0832500e-4	1.2711763e-2	1.2151124e1	1.4670364e-1	
2025-08-21	16:28:58	2.17700	1.40523	-1.88289e1	5.14736e1	9.90600e1	6.2608718e-4	1.2705981e-2	1.2155320e1	1.4692869e-1	
2025-08-21	16:28:59	2.18706	1.40503	-1.88311e1	5.14703e1	9.90562e1	6.2894821e-4	1.2703955e-2	1.2166231e1	1.4693148e-1	
2025-08-21	16:28:59	1.83951	1.40522	-1.88291e1	5.14703e1	9.90592e1	5.2922964e-4	1.2705922e-2	1.2172106e1	1.4687214e-1	
2025-08-21	16:29:00	1.80710	1.40683	-1.88158e1	5.14736e1	9.90587e1	5.1993131e-4	1.2718915e-2	1.2157000e1	1.4692962e-1	
2025-08-21	16:29:00	1.83908	1.40210	-1.88553e1	5.14703e1	9.90577e1	5.2911043e-4	1.2680172e-2	1.2158678e1	1.4704452e-1	
2025-08-21	16:29:01	1.79303	1.40246	-1.88524e1	5.14703e1	9.90565e1	5.1587820e-4	1.2682974e-2	1.2161196e1	1.4715951e-1	
2025-08-21	16:29:01	2.12673	1.40698	-1.88142e1	5.14736e1	9.90614e1	6.1166286e-4	1.2720465e-2	1.2174624e1	1.4709877e-1	
2025-08-21	16:29:02	2.30447	1.40753	-1.88100e1	5.14736e1	9.90582e1	6.6262483e-4	1.2724578e-2	1.2157839e1	1.4710118e-1	
2025-08-21	16:29:02	2.02954	1.40579	-1.88245e1	5.14736e1	9.90582e1	5.8376789e-4	1.2710332e-2	1.2162035e1	1.4698708e-1	
2025-08-21	16:29:03	2.10145	1.40553	-1.88264e1	5.14703e1	9.90602e1	6.0439109e-4	1.2708604e-2	1.2156161e1	1.4709970e-1	
2025-08-21	16:29:03	2.22755	1.40350	-1.88434e1	5.14703e1	9.90597e1	6.4057111e-4	1.2691855e-2	1.2154481e1	1.4704303e-1	
2025-08-21	16:29:04	2.05180	1.40269	-1.88504e1	5.14703e1	9.90579e1	5.9014558e-4	1.2685000e-2	1.2157839e1	1.4715839e-1	
2025-08-21	16:29:04	1.99226	1.40646	-1.88186e1	5.14703e1	9.90607e1	5.7309865e-4	1.2716293e-2	1.2159518e1	1.4692812e-1	
2025-08-21	16:29:05	1.99723	1.40236	-1.88532e1	5.14736e1	9.90567e1	5.7446956e-4	1.2682080e-2	1.2151124e1	1.4704525e-1	
2025-08-21	16:29:05	2.04532	1.40258	-1.88512e1	5.14736e1	9.90585e1	5.8829784e-4	1.2684047e-2	1.2153642e1	1.4704395e-1	
2025-08-21	16:29:06	2.13081	1.40475	-1.88334e1	5.14736e1	9.90562e1	6.1279535e-4	1.2701570e-2	1.2162874e1	1.4698857e-1	
2025-08-21	16:29:06	2.37024	1.40716	-1.88133e1	5.14670e1	9.90562e1	6.8145990e-4	1.2721538e-2	1.2176302e1	1.4704563e-1	
2025-08-21	16:29:07	2.25981	1.40965	-1.87924e1	5.14703e1	9.90579e1	6.4980983e-4	1.2742042e-2	1.2153642e1	1.4698727e-1	
2025-08-21	16:29:07	2.01236	1.40863	-1.88008e1	5.14769e1	9.90585e1	5.7882070e-4	1.2733519e-2	1.2161196e1	1.4698690e-1	
2025-08-21	16:29:08	2.01092	1.41353	-1.87605e1	5.14736e1	9.90555e1	5.7840347e-4	1.2773394e-2	1.2151963e1	1.4698911e-1	
2025-08-21	16:29:08	1.79843	1.41481	-1.87496e1	5.14703e1	9.90582e1	5.1742792e-4	1.2784302e-2	1.2160357e1	1.4692998e-1	
2025-08-21	16:29:09	1.71239	1.40779	-1.88078e1	5.14670e1	9.90585e1	4.9275159e-4	1.2727022e-2	1.2164553e1	1.4704395e-1	
2025-08-21	16:29:09	2.11197	1.40184	-1.88573e1	5.14703e1	9.90595e1	6.0743093e-4	1.2678205e-2	1.2154481e1	1.4698615e-1	
2025-08-21	16:29:10	2.33908	1.40747	-1.88107e1	5.14736e1	9.90562e1	6.7251920e-4	1.2723863e-2	1.2161196e1	1.4687437e-1	
2025-08-21	16:29:10	2.18521	1.40947	-1.87938e1	5.14703e1	9.90590e1	6.2841176e-4	1.2740671e-2	1.2161196e1	1.4692943e-1	
2025-08-21	16:29:11	1.84535	1.41231	-1.87704e1	5.14736e1	9.90569e1	5.3089857e-4	1.2763619e-2	1.2162874e1	1.4675951e-1	
2025-08-21	16:29:11	1.61832	1.41376	-1.87585e1	5.14769e1	9.90562e1	4.6569108e-4	1.2775242e-2	1.2158678e1	1.4698857e-1	
2025-08-21	16:29:12	1.55741	1.41120	-1.87796e1	5.14703e1	9.90582e1	4.4822692e-4	1.2754738e-2	1.2172106e1	1.4681575e-1	
2025-08-21	16:29:12	1.75350	1.41782	-1.87246e1	5.14703e1	9.90595e1	5.0455331e-4	1.2809097e-2	1.2157000e1	1.4704322e-1	
2025-08-21	16:29:13	1.67486	1.41159	-1.87764e1	5.14736e1	9.90579e1	4.8196315e-4	1.2757778e-2	1.2165392e1	1.4698727e-1	
2025-08-21	16:29:13	1.63833	1.40070	-1.88669e1	5.14703e1	9.90579e1	4.7147274e-4	1.2668728e-2	1.2163714e1	1.4704432e-1	
2025-08-21	16:29:14	2.34273	1.40585	-1.88239e1	5.14736e1	9.90582e1	6.7359209e-4	1.2710869e-2	1.2155320e1	1.4704415e-1	
2025-08-21	16:29:14	1.94607	1.40923	-1.87960e1	5.14769e1	9.90575e1	5.5980682e-4	1.2738287e-2	1.2160357e1	1.4704470e-1	
2025-08-21	16:29:15	1.65192	1.40505	-1.88310e1	5.14769e1	9.90559e1	4.7534704e-4	1.2703835e-2	1.2161196e1	1.4710285e-1	
2025-08-21	16:29:15	2.07006	1.40335	-1.88449e1	5.14703e1	9.90575e1	5.9539079e-4	1.2690365e-2	1.2161196e1	1.4710174e-1	
2025-08-21	16:29:16	2.04809	1.40614	-1.88216e1	5.14703e1	9.90577e1	5.8907270e-4	1.2713253e-2	1.2162874e1	1.4698744e-1	
2025-08-21	16:29:16	2.25356	1.40892	-1.87984e1	5.14703e1	9.90590e1	6.4802169e-4	1.2736201e-2	1.2160357e1	1.4704358e-1	
2025-08-21	16:29:17	2.21639	1.40715	-1.88133e1	5.14769e1	9.90575e1	6.3735246e-4	1.2721240e-2	1.2167910e1	1.4704470e-1	
2025-08-21	16:29:17	2.10049	1.41151	-1.87773e1	5.14736e1	9.90555e1	6.0409307e-4	1.2756824e-2	1.2168749e1	1.4716026e-1	
2025-08-21	16:29:18	2.22929	1.41242	-1.87697e1	5.14703e1	9.90557e1	6.4104795e-4	1.2764453e-2	1.2157839e1	1.4704599e-1	
2025-08-21	16:29:18	2.29555	1.40649	-1.88186e1	5.14736e1	9.90587e1	6.6006183e-4	1.2716174e-2	1.2157839e1	1.4704377e-1	
2025-08-21	16:29:19	2.19705	1.40552	-1.88267e1	5.14736e1	9.90587e1	6.3180923e-4	1.2708187e-2	1.2158678e1	1.4698671e-1	
2025-08-21	16:29:19	1.90227	1.40705	-1.88142e1	5.14703e1	9.90567e1	5.4723024e-4	1.2720584e-2	1.2159518e1	1.4710230e-1	
